Id	Name	Name.NCBI	entrez	product	ctrl4	ctrl5	ctrl6	IP1	IP2	IP3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene1123	SAOUHSC_01171	ABD30278.1	3920922	"orotidine 5'-phosphate decarboxylase"	5157	3214	319	1854	1308	1550	177904057627681	-773966879357423	417375016008385	-185436801358966	636865277273049	105094294247229
gene1124	SAOUHSC_01172	ABD30279.1	3920923	"orotate phosphoribosyltransferase"	4171	2194	287	1908	1153	1587	153456362427262	-462249129570264	428338401947639	-107916807708212	280512807706686	371123327797627
gene1125	SAOUHSC_01173	ABD30280.1	3920924	"conserved hypothetical protein"	2519	3043	159	2066	1360	1585	138490599131214	61757903158341	417874714187035	147790476574993	988208455304297	991106427313987
gene1126	SAOUHSC_01174	ABD30281.1	3920925	"conserved hypothetical protein"	2690	2424	635	3180	2441	2248	206529417467491	169890842661406	302220649973519	562141742055986	574019450309116	657670525982304
gene1127	SAOUHSC_01175	ABD30282.1	3920926	"fibronectin-binding protein A-related"	7835	6644	520	10569	9119	6883	558233341773939	958280145241847	386928554734056	247663330482418	132628086991549	266034051326158
gene1128	SAOUHSC_01176	ABD30283.1	3920927	"guanylate kinase"	19203	24546	1936	6161	5507	5046	821815373841381	-132812584440033	304538283090993	-436111293109083	"1294025521	15195"	"5161011407	97628"
gene1129	SAOUHSC_01177	ABD30284.1	3920928	"conserved hypothetical protein"	5714	7068	746	2506	2310	2006	279697495437873	-948267636909827	234884042296883	-403717352459073	"5409905409	02042"	186887641402524
gene113	SAOUHSC_00120	ABD29301.1	3919829	"UDP-N-acetylglucosamine 2-epimerase"	5793	14334	5597	2788	3177	1841	691735440115324	-24139185314086	589245744565773	-409662446215452	"419218141	64161"	149152254295376
gene1130	SAOUHSC_01178	ABD30285.1	3920929	"phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase"	3008	3442	525	3068	2526	1998	208456092131	28103774307201	199766825643808	140682889747225	888120462654311	919371012418538
gene1131	SAOUHSC_01179	ABD30286.1	3919312	"primosomal protein N"	6124	6753	1814	7463	5619	5350	514032533997294	-121528878077443	32467321672242	-374311374693234	970141245949907	977285143195488
gene1132	SAOUHSC_01180	ABD30287.1	3919313	"conserved hypothetical protein"	510	471	25	1122	848	879	517871506108268	168712870604023	437542028995092	385592376100435	115293418785795	373305081417676
gene1133	SAOUHSC_01181	ABD30288.1	3919314	"conserved hypothetical protein"	13080	15611	2042	5930	6388	3357	656745798867996	-100929537699625	29591740433118	-341073340811911	647884045876403	180878647909984
gene1134	SAOUHSC_01182	ABD30289.1	3919315	"polypeptide deformylase putative"	1722	2414	157	2542	2052	2131	147672839326105	804760097402512	343437879325905	234324792297834	191166753487102	368332561648388
gene1135	SAOUHSC_01183	ABD30290.1	3919316	"methionyl-tRNA formyltransferase"	4359	6464	1201	6780	5758	5887	451866869154958	420070963789992	270444481342694	15532613633099	120360706689037	181420799923373
gene1136	SAOUHSC_01184	ABD30291.1	3919317	"sun protein"	5976	8156	1157	8860	6579	7312	542814050269987	49508492703953	197344357327385	250873616932562	121163942945787	245923255118452
gene1137	SAOUHSC_01185	ABD30292.1	3919318	"radical SAM enzyme Cfr family"	6678	9328	1634	9022	7266	7764	6137769689095	283875241851317	241940582740811	117332627141529	240664990920766	326941119741418
gene1138	SAOUHSC_01186	ABD30293.1	3919319	"conserved hypothetical protein"	3642	5783	1791	4684	4041	4386	403115247252319	-242361049715199	433619810682656	-558925223766058	576212754033641	65963100210713
gene1139	SAOUHSC_01187	ABD30294.1	3919320	"conserved hypothetical protein"	11589	14436	2647	29349	19733	26449	150716701842795	122737286237688	262474499803685	467616040146711	"292296010	510263"	"1330652054	50263"
gene114	SAOUHSC_00121	ABD29302.1	3919830	"capsular polysaccharide synthesis enzyme O-acetyl transferase Cap5H putative"	2633	6813	1690	1247	1235	818	255721039016697	-218779172500724	479471613230903	-456292231830968	"504464836	389173"	"2215434658	68504"
gene1140	SAOUHSC_01188	ABD30295.1	3919321	"conserved hypothetical protein"	3133	3518	380	2844	2294	2148	197100942709833	821521505943835	234112258711548	350909222124946	725656452651991	786295467111227
gene1141	SAOUHSC_01189	ABD30296.1	3919322	"ribulose-phosphate 3-epimerase"	2510	2267	223	2747	2148	2115	163504071128692	563013093271898	30963278584806	181832518714014	690144453542521	112549742384426
gene1142	SAOUHSC_01190	ABD30297.1	3919323	"conserved hypothetical protein"	2845	3140	500	3741	2723	2990	228476519171263	445569393979357	198436810284248	224539687642181	247426657649054	46479881091698
gene1143	SAOUHSC_01191	ABD30298.1	3919324	"ribosomal protein L28"	132709	107242	33077	81592	77543	43607	760670669795264	-777193009182717	381646546423759	-203642091475856	417081070387147	726831349596706
gene1144	SAOUHSC_01192	ABD30299.1	3919325	"conserved hypothetical protein"	3330	3867	491	5464	4660	4016	30576856289467	855569500186301	195501031719153	437629148379825	"120715561	62457"	"4857026126	54153"
gene1145	SAOUHSC_01193	ABD30300.1	3919326	"conserved hypothetical protein"	13823	12628	2291	22072	16380	15124	117781350429491	767095196726211	224220153463554	342116970699023	623524109628635	175357029956356
gene1146	SAOUHSC_01194	ABD30301.1	3919327	"ATP-dependent DNA helicase RecG"	7419	7100	812	5084	4255	2767	375549063456197	-325372720142234	295465544798995	-110122051748398	270800694061922	360251997404246
gene1147	SAOUHSC_01196	ABD30302.1	3919328	"conserved hypothetical protein"	10183	10265	1105	3076	2792	1908	398721150125772	-143196139498861	286318844393413	-500128239209097	"56950222	8788039"	"307936382	99685299999"
gene1148	SAOUHSC_01197	ABD30303.1	3919329	"fatty acid/phospholipid synthesis protein PlsX"	18959	19616	6615	5163	5471	3423	105132213647898	-212199175344844	410265762324917	-517223699443849	"23130794	5607556"	"133796731	328176"
gene1149	SAOUHSC_01198	ABD30304.1	3919330	"malonyl CoA-acyl carrier protein transacylase"	20830	18819	3889	5616	5737	3771	895716317989561	-169691279360911	284867118830826	-595685736063086	"257134	481241332"	"1987344	46518724"
gene115	SAOUHSC_00122	ABD29303.1	3919831	"capsular polysaccharide biosynthesis protein Cap5I putative"	4176	10900	1365	1891	1851	1182	312933361403767	-183529759893177	366871735133976	-500255926846355	"56574	1805219"	"306508827	540432"
gene1150	SAOUHSC_01199	ABD30305.1	3919331	"3-oxoacyl-(acyl-carrier-protein) reductase putative"	22184	21040	5643	5964	5959	3850	10599743884597	-193454126724965	338416758827628	-571644641344434	"1087747	50415457"	"7670301	98805905"
gene1151	SAOUHSC_01200	ABD30306.1	3919467	"conserved hypothetical protein"	2449	5776	2861	579	582	510	300611657840197	-355587897779154	629330750959432	-565025461153854	"1602103	59223703"	"11041197	5525454"
gene1152	SAOUHSC_01201	ABD30307.1	3919468	"acyl carrier protein"	27538	19419	1624	6010	4886	3322	810866421878003	-165193672563423	426488633658721	-387334291060174	107352612304887	349662794364488
gene1153	SAOUHSC_01203	ABD30308.1	3919469	"ribonuclease III putative"	1360	1618	319	719	602	551	789128131079636	-100765409817362	246680486675007	-408485531934746	"4410428881	65876"	156105218890277
gene1154	SAOUHSC_01204	ABD30309.1	3919470	"SMC family C-terminal domain family"	5621	6455	710	5079	4096	3612	35249696629018	215317419270951	22550637392675	954817442725107	923932189965619	945001297848947
gene1155	SAOUHSC_01205	ABD30310.1	3919471	"signal recognition particle-docking protein FtsY"	2665	3396	831	2688	2181	2165	217794477906933	-279053637087247	318661573431546	-875705326130864	38119024913905	474925556304391
gene1156	SAOUHSC_01206	ABD30311.1	3919472	"conserved hypothetical protein"	937	1996	94	840	638	768	67706845425288	-209561632149995	424471527515244	-493700091915986	621518000310171	699495371801163
gene1157	SAOUHSC_01207	ABD30312.1	3919473	"signal recognition particle protein"	12071	14709	2220	11575	9406	8286	837399689927174	-809245326736049	178007996312164	-454611783459949	649388555942619	72236153693177
gene1158	SAOUHSC_01208	ABD30313.1	3919474	"ribosomal protein S16"	4348	5026	1147	15107	9663	9226	642643620002908	140913182903367	290543366855954	484998795285624	"123468973	186228"	"617570586	174625"
gene1159	SAOUHSC_01209	ABD30314.1	3919475	"conserved hypothetical protein"	611	732	77	2397	1697	1948	103443070483497	210990550786385	243641599194981	865987382628914	"0	000472286728623274"	"0	0105054999147421"
gene116	SAOUHSC_00123	ABD29304.1	3919832	"capsular polysaccharide biosynthesis protein Cap5J putative"	2995	7667	2224	1281	1202	815	304053747618444	-249271106393803	512195105100343	-486672176113376	"113464593	306217"	"575786823	664258"
gene1160	SAOUHSC_01210	ABD30315.1	3919476	"tRNA (guanine-N1)-methyltransferase"	1308	1459	415	5894	4384	4751	266701928921853	188125459606184	345335803884752	544760947141658	"510512	94925611"	"33495525	8792498"
gene1161	SAOUHSC_01211	ABD30316.1	3919477	"ribosomal protein L19"	53995	17788	4311	119713	99994	88569	538462375413769	197808749283988	47614492181796	415438116044036	"3261690805	55575"	118482378309492
gene1162	SAOUHSC_01212	ABD30317.1	NA	"hypothetical protein"	31	20	1	58	48	48	27732443669562	160317508972044	527789413027496	303752794229869	23852728925516	580614469218966
gene1163	SAOUHSC_01213	ABD30318.1	3919479	"conserved hypothetical protein"	3368	3944	332	3354	2530	2399	214067138631594	209207358320862	293559257793603	712658016283557	476057401888254	567782498503166
gene1164	SAOUHSC_01214	ABD30319.1	3919480	"conserved hypothetical protein"	2141	2971	392	2161	1734	1506	154656385074461	-874641258511318	191094974413373	-457699770073131	647168153225779	720949538772692
gene1165	SAOUHSC_01215	ABD30320.1	3919481	"conserved hypothetical protein"	2362	3387	909	3052	2299	2418	22946303713118	-159346914647629	367675239619639	-43339038770322	664731182540223	735721891355198
gene1166	SAOUHSC_01216	ABD30321.1	3919482	"succinyl-CoA synthetase beta subunit putative"	29026	36354	20274	34865	38017	24950	342718132308545	-58439170558625	570183011609104	-102491953230428	305401157545494	398273387533113
gene1167	SAOUHSC_01218	ABD30322.1	3919483	"succinyl-CoA synthetase alpha subunit putative"	29091	32894	17958	44896	44552	31211	355204868077417	-148033826783965	545817790231336	-271214733988834	786225881451113	832796752477834
gene1168	SAOUHSC_01219	ABD30323.1	3919484	"cell wall hydrolase putative"	388	313	41	1606	1150	1312	669625451591445	244591514879571	294969551535695	829209366207997	"0	0111272253462403"	"0	215915521612152"
gene1169	SAOUHSC_01220	ABD30324.1	3919485	"conserved hypothetical protein"	381	384	26	1366	839	1195	572254029298851	223582854980572	387451941277452	577059581230657	"78991	736324193"	"5702411	36102881"
gene117	SAOUHSC_00124	ABD29305.1	3919833	"capsular polysaccharide biosynthesis protein Cap5K putative"	2146	5617	724	853	731	673	158837419963695	-201187050349581	349632085563277	-575425021492113	"870271	773667109"	"6233150	71401364"
gene1170	SAOUHSC_01221	ABD30325.1	3920249	"conserved hypothetical protein"	170	180	28	293	171	224	151013406451987	774091874347626	284643631655363	271951235952776	653782516705894	141851622974411
gene1171	SAOUHSC_01222	ABD30326.1	3920250	"DNA topoisomerase I"	21581	33663	9496	18923	17143	16019	194472182478346	-73143991117286	399967112509354	-182875013543958	674370480953932	110351533247007
gene1172	SAOUHSC_01223	ABD30327.1	3920251	"gid protein"	15322	25937	8905	19365	15646	16625	175071538281912	-506560120223112	470616446931458	-10763757270406	281759253472048	372412230676098
gene1173	SAOUHSC_01224	ABD30328.1	3920252	"site-specific recombinase putative"	6905	8795	1608	3572	3642	2166	403260227195758	-106272534304786	290172757753378	-366238840363878	249874617180926	760463796003353
gene1174	SAOUHSC_01225	ABD30329.1	3920253	"heat shock protein HslV putative"	6513	8100	3264	4061	4516	2559	52929584069512	-126399048712608	490492691112508	-257698128846562	996673457456109	205959107220537
gene1175	SAOUHSC_01226	ABD30330.1	3920254	"heat shock protein HslVU ATPase subunit HslU"	18232	21995	4090	11083	11536	7284	111538358142074	-74164004196476	278070317703016	-266709531636111	765099694524378	163412393771951
gene1176	SAOUHSC_01228	ABD30331.1	3920255	"conserved hypothetical protein"	13419	16736	1962	6765	6146	4245	6860532373056	-912253787891815	236427252355224	-385849676297547	114086578570886	370273877781665
gene1177	SAOUHSC_01230	ABD30332.1	3920256	"conserved hypothetical protein"	60	55	14	50	40	28	379379416835001	-333293098912975	412969462465208	-807064757097032	419629175392404	511469840446075
gene1178	SAOUHSC_01232	ABD30333.1	NA	"ribosomal protein S2"	34985	27227	3685	281114	244279	242469	116886048581674	355648904243467	290767241033809	122313952211045	"2	1127813549893E-21"	"1	92685659575024E-18"
gene1179	SAOUHSC_01233	ABD30334.1	3920258	"conserved hypothetical protein"	2097	2311	115	11951	8337	12388	514278178375271	308168485150806	457682770390286	673323325866118	"1659	33721571499"	"1773	4166492954"
gene118	SAOUHSC_00125	ABD29306.1	3919834	"cap5L protein/glycosyltransferase putative"	4500	14866	4643	2705	2728	1712	607337343540179	-23509658308514	580578607426848	-404934973624156	"5136014249	47641"	178780343340553
gene1180	SAOUHSC_01234	ABD30335.1	3920259	"translation elongation factor Ts"	35088	28682	5791	144149	119058	115862	636997314796662	230349290718374	255407752985253	901888404036324	"1	90015006210336E-05"	"0	000499885631722575"
gene1181	SAOUHSC_01235	ABD30336.1	3920260	"uridylate kinase putative"	2311	2325	727	3782	2768	2506	223389922382859	354397895233327	361830623834467	979457989148703	327353736555557	421352524391849
gene1182	SAOUHSC_01236	ABD30337.1	3920261	"ribosome recycling factor"	4063	4022	706	7304	5202	5377	381390667184152	89763618727557	212194973209606	423024246850977	"2334395564	69833"	"8809525882	77881"
gene1183	SAOUHSC_01237	ABD30338.1	3920262	"undecaprenyl diphosphate synthase"	2522	2995	251	1752	1624	1459	142631940488221	-1460055666501	300474782756542	-485916206713426	627026577209499	704825273313553
gene1184	SAOUHSC_01238	ABD30339.1	3920263	"conserved hypothetical protein"	2100	1960	364	2236	1812	1729	148272277374706	253671835646708	227903368906408	111306751130512	26567943569972	354584846865578
gene1185	SAOUHSC_01239	ABD30340.1	3920264	"conserved hypothetical protein"	6503	8394	1242	6075	4398	4222	442944763538764	-234481481426697	181237712217467	-129377864329551	195741891633847	273239701790921
gene1186	SAOUHSC_01240	ABD30341.1	3920265	"prolyl-tRNA synthetase"	17712	19560	4374	15116	11392	10544	120172127906907	-421356707625877	268980291690022	-156649658225316	117232408079827	177110915795918
gene1187	SAOUHSC_01241	ABD30342.1	3920266	"DNA polymerase III alpha subunit Gram-positive type"	18559	18335	4256	37967	26863	28729	197763718763356	938094513238136	274684882434933	341516615302027	63743115529786	17868971730481
gene1188	SAOUHSC_01242	ABD30343.1	3920267	"conserved hypothetical protein"	2663	2921	429	6778	5647	5084	331820890534579	147481347079651	186476440071436	790884612678972	"0	259785470802037"	"4	44233155071483"
gene1189	SAOUHSC_01243	ABD30344.1	3920268	"transcription termination-antitermination factor putative"	6851	4263	1351	16052	13598	11528	784973279098147	143780446079852	358014427934852	401605172476499	"5918127201	51139"	202653266875284
gene119	SAOUHSC_00126	ABD29307.1	3919835	"capsular polysaccharide biosynthesis protein Cap8M"	2121	8245	3294	1275	1280	858	373596959445293	-277424974547425	661562253219008	-419348252107099	"2747042527	01951"	10156327453675
gene1190	SAOUHSC_01244	ABD30345.1	3919975	"conserved hypothetical protein"	1558	1444	363	3330	2524	2683	175497278643846	108417738515307	29454351080685	368087343762271	232436364316779	710554070134869
gene1191	SAOUHSC_01245	ABD30346.1	3919976	"conserved hypothetical protein"	1785	1855	380	3745	3021	2918	199198389488135	108082332858968	240995964095466	448481920702012	"72975783	539859"	"3095530911	08611"
gene1192	SAOUHSC_01246	ABD30347.1	3919977	"translation initiation factor IF-2"	29737	25010	5615	51526	40389	37303	275967781071218	897708174458585	266059796880952	337408426595268	740616924141434	204266925851912
gene1193	SAOUHSC_01247	ABD30348.1	3919978	"ribosome-binding factor A"	5189	6352	1319	8640	6953	6404	516205681238056	545943853533696	259241305890763	21059292679375	352104968902901	630470677302577
gene1194	SAOUHSC_01248	ABD30349.1	3919979	"conserved hypothetical protein"	2865	3657	982	1786	1680	1275	200737974384717	-102101053899023	356101788497975	-286718733791487	414137786685221	947204216566908
